开奖日期,期号,销售额,开奖结果
2008-01-30,08013,35195405,"01,11,19,22,35,05,09"
2008-01-28,08012,36047488,"02,10,29,32,35,02,03"
2008-01-26,08011,40209261,"14,20,22,24,27,07,10"
2008-01-23,08010,36828290,"06,23,24,27,29,06,08"
2008-01-21,08009,36163472,"04,08,12,24,30,05,08"
2008-01-19,08008,40965970,"02,06,08,17,32,08,09"
2008-01-16,08007,37938717,"03,04,05,12,28,03,12"
2008-01-14,08006,38616408,"10,12,26,29,34,05,07"
2008-01-12,08005,43740608,"18,25,29,31,34,09,10"
2008-01-09,08004,39786149,"09,22,24,31,33,08,09"
2008-01-07,08003,39677464,"01,11,13,32,35,02,07"
2008-01-05,08002,44465710,"01,12,24,31,32,10,12"
2008-01-02,08001,38404594,"01,02,11,34,35,03,10"
2007-05-26,07890,122820184,"08,13,24,30,32,08,10"
2007-05-23,07889,78629666,"03,11,24,26,34,03,12"
2007-05-21,07888,164630070,"11,12,17,18,19,02,07"
2007-12-31,07093,38317823,"06,08,16,25,27,08,12"
2007-12-29,07092,45711827,"06,19,27,28,29,06,10"
2007-12-26,07091,40161438,"07,12,26,31,32,03,08"
2007-12-24,07090,39253192,"04,20,24,31,33,09,12"
2007-12-22,07089,45773774,"08,13,24,30,34,01,12"
2007-12-19,07088,41692705,"17,18,21,23,33,06,10"
2007-12-17,07087,38436958,"08,18,30,31,33,04,09"
2007-12-15,07086,42936245,"14,18,19,26,28,03,09"
2007-12-12,07085,38030537,"17,24,28,29,33,02,05"
2007-12-10,07084,37385115,"05,11,18,29,34,10,11"
2007-12-08,07083,43353713,"01,05,20,21,24,03,04"
2007-12-05,07082,38456971,"03,05,14,33,34,07,08"
2007-12-03,07081,36977555,"06,18,20,22,35,04,09"
2007-12-01,07080,42311101,"01,15,20,25,27,05,10"
2007-11-28,07079,38742232,"06,09,25,26,31,02,08"
2007-11-26,07078,36608460,"09,12,14,22,23,01,02"
2007-11-24,07077,42293385,"04,06,12,13,24,01,04"
2007-11-21,07076,37049025,"02,09,12,15,31,09,10"
2007-11-19,07075,36219919,"05,11,20,30,32,07,11"
2007-11-17,07074,41421431,"16,17,23,24,31,05,10"
2007-11-14,07073,36434943,"04,05,09,12,23,02,11"
2007-11-12,07072,35700819,"21,24,26,27,33,01,05"
2007-11-10,07071,39637374,"10,22,32,33,35,01,07"
2007-11-07,07070,35334306,"07,26,29,30,35,03,04"
2007-11-05,07069,35595839,"02,13,16,21,35,01,05"
2007-11-03,07068,37948445,"04,09,13,14,33,06,10"
2007-10-31,07067,34680253,"11,18,25,30,31,04,09"
2007-10-29,07066,34190203,"04,07,08,19,24,07,12"
2007-10-27,07065,37756172,"19,20,24,29,31,09,10"
2007-10-24,07064,34813657,"02,16,32,33,35,05,10"
2007-10-22,07063,34984345,"10,31,33,34,35,07,12"
2007-10-20,07062,38608449,"01,04,10,14,29,11,12"
2007-10-17,07061,33874726,"02,10,19,28,29,02,09"
2007-10-15,07060,34256481,"12,13,29,30,31,04,07"
2007-10-13,07059,39037604,"04,15,23,31,33,03,09"
2007-10-10,07058,31181480,"08,21,25,28,33,02,06"
2007-10-08,07057,29477379,"14,16,30,32,35,06,07"
2007-10-06,07056,33285061,"04,11,17,20,21,05,09"
2007-10-03,07055,27120226,"10,16,24,31,33,07,10"
2007-10-01,07054,28349315,"04,10,19,29,34,03,06"
2007-09-29,07053,36035758,"11,16,19,21,25,01,10"
2007-09-26,07052,31152461,"01,14,29,32,33,05,10"
2007-09-24,07051,30808879,"03,07,24,28,35,08,11"
2007-09-22,07050,35620417,"13,21,22,30,35,01,11"
2007-09-19,07049,31269987,"09,10,15,17,32,04,06"
2007-09-17,07048,31603672,"08,25,26,29,35,06,08"
2007-09-15,07047,35356622,"01,06,15,19,35,02,09"
2007-09-12,07046,31184324,"04,16,18,23,30,01,10"
2007-09-10,07045,31167326,"09,16,20,26,35,11,12"
2007-09-08,07044,35873627,"04,05,07,12,26,01,10"
2007-09-05,07043,31248714,"04,09,22,24,31,02,06"
2007-09-03,07042,30246408,"07,10,22,31,35,05,06"
2007-09-01,07041,34045332,"03,16,17,22,35,01,08"
2007-08-29,07040,28464999,"05,21,25,28,35,01,04"
2007-08-27,07039,27648363,"10,11,20,21,35,07,11"
2007-08-25,07038,30668940,"06,21,25,27,32,08,09"
2007-08-22,07037,28032472,"01,06,07,17,31,11,12"
2007-08-20,07036,27583299,"15,18,21,27,34,01,02"
2007-08-18,07035,31899546,"07,11,16,31,32,01,12"
2007-08-15,07034,27710963,"06,08,11,13,22,02,11"
2007-08-13,07033,27481967,"01,05,08,14,22,03,12"
2007-08-11,07032,30475342,"01,13,21,23,32,04,11"
2007-08-08,07031,27411586,"03,21,27,31,32,06,08"
2007-08-06,07030,26391058,"11,14,27,33,35,02,07"
2007-08-04,07029,29553865,"15,22,25,29,35,09,11"
2007-08-01,07028,25755284,"20,26,30,34,35,03,10"
2007-07-30,07027,25279174,"02,03,10,19,27,06,10"
2007-07-28,07026,28961885,"05,09,13,33,35,01,08"
2007-07-25,07025,25639317,"22,24,26,27,34,02,10"
2007-07-23,07024,23771974,"06,16,20,25,31,04,09"
2007-07-21,07023,27246875,"08,10,23,32,34,08,10"
2007-07-18,07022,23189618,"08,10,12,23,25,03,10"
2007-07-16,07021,22696842,"02,04,24,29,33,01,02"
2007-07-14,07020,27639555,"02,06,11,12,18,05,12"
2007-07-11,07019,22362521,"03,06,17,22,23,04,06"
2007-07-09,07018,21806412,"03,04,16,23,28,06,09"
2007-07-07,07017,25998850,"13,14,29,32,34,03,12"
2007-07-04,07016,23123073,"01,14,19,24,31,03,12"
2007-07-02,07015,22817212,"02,08,12,13,17,11,12"
2007-06-30,07014,28218110,"01,02,07,29,32,06,07"
2007-06-27,07013,19897386,"12,17,27,29,34,06,09"
2007-06-25,07012,19740389,"03,12,15,29,34,07,11"
2007-06-23,07011,23587919,"29,32,33,34,35,09,10"
2007-06-20,07010,20524711,"06,08,18,29,34,09,11"
2007-06-18,07009,20385607,"01,03,09,19,34,09,12"
2007-06-16,07008,23423679,"02,08,11,21,23,04,07"
2007-06-13,07007,19473159,"14,16,25,26,35,04,09"
2007-06-11,07006,18675368,"01,16,20,23,28,03,06"
2007-06-09,07005,21611411,"01,09,19,20,30,02,11"
2007-06-06,07004,17651663,"06,10,16,17,25,02,04"
2007-06-04,07003,15795691,"03,04,18,23,32,01,06"
2007-06-02,07002,16832903,"15,22,31,34,35,05,12"
2007-05-30,07001,17086781,"22,24,29,31,35,04,11"
